【暁山瑞希 - 4星】

角色: 暁山瑞希
分类: 4星
数量: 28

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
842 | 2023-12-31 | 優しさに励まされて | 4 | mysterious | ボク達のおまじない | 変わらぬあたたかさの隣で | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no033/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no033/card_after_training.png
944 | 2024-06-20 | 直接伝えたくて | 4 | pure | 雨の日のマイルール？ | 灯を手繰りよせて | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no035/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no035/card_after_training.png
1011 | 2024-10-12 | 失われてしまったもの | 4 | cute | みんなとの時間 | 荊棘の道は何処へ | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no038/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no038/card_after_training.png
1040 | 2024-11-30 | こぼれた想い | 4 | cool | たくさんの夢を、共に | 傷だらけの手で、私達は | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no039/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no039/card_after_training.png
1135 | 2025-03-10 | ドーナツとピース！ | 4 | mysterious | キミにぴったりの猫 | You are my HERO!! | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no042/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no042/card_after_training.png
1188 | 2025-06-09 | カワイイをご案内 | 4 | happy | 安らげる場所 | 泡沫に抱かれて | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no045/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no045/card_after_training.png
1223 | 2025-08-22 | ボクのまま描く明日 | 4 | happy | 姉との時間 | ほどけぬ明日に手を伸ばして | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no046/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no046/card_after_training.png
1257 | 2025-09-30 | とびきりの笑顔を中継！ | 4 | pure | 仲間と重ねる思い出 | Our Golden Days | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no049/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no049/card_after_training.png
1329 | 2026-01-31 | 楽しい腹の探り合い | 4 | cute | 嘘じゃないよ？ | 粉砕せよ！アンヴァレンタインの復讐 | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no051/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no051/card_after_training.png
1356 | 2026-03-20 | 服作り奮闘中 | 4 | cute | たくさんの選択肢から | Amid the Wavering Light | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no052/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no052/card_after_training.png
1399 | 2026-05-31 | 小さなキミとのささやかな時間 | 4 | happy | 止まらないお喋り | 最果てへと飛ぶキミへ | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no053/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no053/card_after_training.png
1432 | 2026-07-19 | 重なる想いと過去 | 4 | happy | セカイのカイト事情？ | 君の隣、君と見る明日 | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no055/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res020_no055/card_after_training.png
